PROJECT_NAME,PRODUCT_NAME,SOURCE_SYSTEM,COLUMN_ORD,COLUMN_NAME,COLUMN_TYPE,IS_PK,IS_COB_DATE,IS_MASTER_KEY,HAS_CDT,DESCRIPTION
KTL_DEMO,CORP,CORECARD,48,KDC25_01,string,,,1,,
KTL_DEMO,CORP,CORECARD,49,KDC25_02,string,,,1,,
KTL_DEMO,CORP,CORECARD,50,KDC26,string,,,1,,
KTL_DEMO,CORP,CORECARD,51,KDC27,string,,,1,,
KTL_DEMO,CORP,CORECARD,52,KDC28,string,,,1,,
KTL_DEMO,CORP,CORECARD,53,KDC29,string,,,1,,
KTL_DEMO,CORP,CORECARD,54,KDC30,string,,,1,,
KTL_DEMO,CORP,CORECARD,55,KDC31,date,,,1,,
KTL_DEMO,CORP,CORECARD,56,KDC32,string,,,1,,
KTL_DEMO,CORP,CORECARD,57,KDC33,string,,,1,,
KTL_DEMO,CORP,CORECARD,58,KDC34,bigint,,,1,,
